No.,Source,Question,Solution,Step,KC applied
125,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$E$,7.G.B.6
126,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$F$,7.G.B.6
127,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$G$,7.G.B.6
128,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$H$,7.G.B.6
129,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$M$,7.G.B.6
130,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$N$,7.G.B.6
131,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$O$,7.G.B.6
132,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$ABMO$,7.G.B.6
133,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$EDCMO$,7.G.B.6
134,MATH Geometry,"In regular octagon $ABCDEFGH$, $M$ and $N$ are midpoints of $\\overline{BC}$ and $\\overline{FG}$ respectively.  Compute $[ABMO]/[EDCMO]$. ($[ABCD]$ denotes the area of polygon $ABCD$.) [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\n\n[/asy]","We connect the midpoints of all opposite sides and we connect all opposite vertices: [asy]\npair A,B,C,D,E,F,G,H;\nF=(0,0); E=(2,0); D=(2+sqrt(2),sqrt(2)); C=(2+sqrt(2),2+sqrt(2));\nB=(2,2+2sqrt(2)); A=(0,2+2*sqrt(2)); H=(-sqrt(2),2+sqrt(2)); G=(-sqrt(2),sqrt(2));\ndraw(A--B--C--D--E--F--G--H--cycle);\ndraw(A--E);\npair M=(B+C)/2; pair N=(F+G)/2;\ndraw(M--N);\n\nlabel(\""$A$\"",A,N); label(\""$B$\"",B,NE); label(\""$C$\"",C,E); label(\""$D$\"",D,E);\n\nlabel(\""$E$\"",E,S); label(\""$F$\"",F,S); label(\""$G$\"",G,W); label(\""$H$\"",H,W);\nlabel(\""$M$\"",M,NE); label(\""$N$\"",N,SW);\n\nlabel(\""$O$\"",(1,2.4),E);\npair X=(C+D)/2; pair Y=(G+H)/2; pair Z=(E+F)/2; pair W=(A+B)/2;\ndraw(Z--W,gray); draw(X--Y,gray); draw(B--F,gray); draw(C--G,gray); draw(D--H,gray); pair I=(D+E)/2; pair J=(A+H)/2; draw(I--J,gray);\n[/asy]\n\nBecause of symmetry, these lines split the octagon into 16 congruent regions.  Quadrilateral $ABMO$ is made up of three of these regions and pentagon $EDCMO$ is made up of five of these regions.  Hence, $[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$.",$[ABMO]/[EDCMO] = \\boxed{\\frac{3}{5}}$,6.G.1
